date,MP_event_manual,CBI_event_manual,MP_pm_sum,CBI_pm_sum,fallback_event,n_events,nonmissing_median_events,missing_median_events,mixed_missing_and_nonmissing_events
2006-10-01,-0.00081018,-0.00965082,0.0,-0.010461,False,1.0,1.0,0.0,False
2006-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2006-12-01,-0.03157464,-0.00069151,-0.03226615,0.0,False,1.0,1.0,0.0,False
2007-01-01,-0.03251187,0.02445436,-0.00805751,0.0,False,1.0,1.0,0.0,False
2007-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2007-03-01,-0.08995576,0.00660531,-0.08335045,0.0,False,1.0,1.0,0.0,False
2007-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2007-05-01,0.02624653,0.01032887,0.0365754,0.0,False,1.0,1.0,0.0,False
2007-06-01,0.02221391,-0.01015132,0.01206259,0.0,False,1.0,1.0,0.0,False
2007-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2007-08-01,0.05211784,-0.09619781,-0.01962905,-0.02445092,False,3.0,3.0,0.0,False
2007-09-01,-0.18063154,-0.02446057,-0.20509211,0.0,False,1.0,1.0,0.0,False
2007-10-01,0.05128583,0.00216665,0.05345248,0.0,False,1.0,1.0,0.0,False
2007-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2007-12-01,0.12345881,-0.08563301,0.0378258,0.0,False,1.0,1.0,0.0,False
2008-01-01,-0.1086811,-0.01229983,-0.12098093,0.0,True,2.0,1.0,1.0,True
2008-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2008-03-01,0.048878939999999996,0.10537676,0.05247882,0.10177688,False,2.0,2.0,0.0,False
2008-04-01,-0.04946295,-0.03019071,-0.07965366,0.0,False,1.0,1.0,0.0,False
2008-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2008-06-01,-0.02870171,-0.02468947,-0.05339118,0.0,False,1.0,1.0,0.0,False
2008-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2008-08-01,-0.02594723,-0.01005915,-0.03600638,0.0,False,1.0,1.0,0.0,False
2008-09-01,0.09000567,0.0155486,0.10555427,0.0,False,1.0,1.0,0.0,False
2008-10-01,0.02701201,-0.10632396,0.0,-0.07931195,True,2.0,1.0,1.0,True
2008-11-01,-0.14326451,0.05079562,-0.09246889,0.0,False,1.0,1.0,0.0,False
2008-12-01,-0.21803775,-0.02957252,-0.24761027,0.0,False,1.0,1.0,0.0,False
2009-01-01,0.00641096,-0.01692673,0.0,-0.01051577,False,1.0,1.0,0.0,False
2009-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2009-03-01,-0.13734412,0.07653827,-0.06080585,0.0,False,1.0,1.0,0.0,False
2009-04-01,-0.02841811,0.04526419,0.0,0.01684608,False,1.0,1.0,0.0,False
2009-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2009-06-01,0.05945053,-0.02100717,0.03844336,0.0,False,1.0,1.0,0.0,False
2009-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2009-08-01,0.00856286,-0.02270942,0.0,-0.01414656,False,1.0,1.0,0.0,False
2009-09-01,-0.07525592,-0.01272201,-0.08797793,0.0,False,1.0,1.0,0.0,False
2009-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2009-11-01,-0.01754564,-0.00734826,-0.0248939,0.0,False,1.0,1.0,0.0,False
2009-12-01,0.00389324,-0.0022706,0.00162264,0.0,False,1.0,1.0,0.0,False
2010-01-01,0.00812921,0.01955084,0.0,0.02768005,False,1.0,1.0,0.0,False
2010-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2010-03-01,-0.02932954,-0.00649456,-0.0358241,0.0,False,1.0,1.0,0.0,False
2010-04-01,-0.01323657,0.00651472,-0.00672185,0.0,False,1.0,1.0,0.0,False
2010-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2010-06-01,-0.01862923,0.02240633,0.0,0.0037771,False,1.0,1.0,0.0,False
2010-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2010-08-01,-0.04921364,0.0312819,-0.01793174,0.0,False,1.0,1.0,0.0,False
2010-09-01,-0.03793715,0.03227822,-0.00565893,0.0,False,1.0,1.0,0.0,False
2010-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2010-11-01,0.01687414,-0.01873329,0.0,-0.00185915,False,1.0,1.0,0.0,False
2010-12-01,-0.00309579,-0.00157583,-0.00467162,0.0,False,1.0,1.0,0.0,False
2011-01-01,0.0007705,-0.00871481,0.0,-0.00794431,False,1.0,1.0,0.0,False
2011-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2011-03-01,-0.01279495,0.01956673,0.0,0.00677178,False,1.0,1.0,0.0,False
2011-04-01,-0.01553016,0.00519344,-0.01033672,0.0,False,1.0,1.0,0.0,False
2011-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2011-06-01,-0.00460338,0.00798927,0.0,0.00338589,False,1.0,1.0,0.0,False
2011-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2011-08-01,0.03874492,-0.06509542,0.0,-0.0263505,False,1.0,1.0,0.0,False
2011-09-01,0.06316581,-0.00886996,0.05429585,0.0,False,1.0,1.0,0.0,False
2011-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2011-11-01,0.01306665,-0.00348857,0.00957808,0.0,False,1.0,1.0,0.0,False
2011-12-01,0.05270119,-0.0432921,0.00940909,0.0,False,1.0,1.0,0.0,False
2012-01-01,-0.02694354,0.00891939,-0.01802415,0.0,False,1.0,1.0,0.0,False
2012-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2012-03-01,0.00270337,0.00535414,0.0,0.00805751,False,1.0,1.0,0.0,False
2012-04-01,0.00098177,-0.00098177,0.0,0.0,False,1.0,1.0,0.0,False
2012-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2012-06-01,0.009776,0.00654326,0.01631926,0.0,False,1.0,1.0,0.0,False
2012-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2012-08-01,0.01623685,-0.00349314,0.01274371,0.0,False,1.0,1.0,0.0,False
2012-09-01,-0.0282545,0.04402613,0.0,0.01577163,False,1.0,1.0,0.0,False
2012-10-01,8.339e-05,-8.339e-05,0.0,0.0,False,1.0,1.0,0.0,False
2012-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2012-12-01,-0.02505452,0.02148958,-0.00356494,0.0,False,1.0,1.0,0.0,False
2013-01-01,0.00286222,-0.00624811,0.0,-0.00338589,False,1.0,1.0,0.0,False
2013-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2013-03-01,-0.00553648,0.00737555,0.0,0.00183907,False,1.0,1.0,0.0,False
2013-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2013-05-01,-0.00774815,0.0088745,0.0,0.00112635,False,1.0,1.0,0.0,False
2013-06-01,0.00614461,-0.00138543,0.00475918,0.0,False,1.0,1.0,0.0,False
2013-07-01,-0.00013405,-0.00398423,0.0,-0.00411828,False,1.0,1.0,0.0,False
2013-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2013-09-01,-0.06719709,0.0520097,-0.01518739,0.0,False,1.0,1.0,0.0,False
2013-10-01,0.01847807,-0.01626471,0.00221336,0.0,False,1.0,1.0,0.0,False
2013-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2013-12-01,-0.04424307,0.04559465,0.0,0.00135158,False,1.0,1.0,0.0,False
2014-01-01,0.02547689,-0.02220156,0.00327533,0.0,False,1.0,1.0,0.0,False
2014-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2014-03-01,0.02016519,-0.00405018,0.01611501,0.0,False,1.0,1.0,0.0,False
2014-04-01,-0.00048461,0.00159129,0.0,0.00110668,False,1.0,1.0,0.0,False
2014-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2014-06-01,-0.01532131,0.02227214,0.0,0.00695083,False,1.0,1.0,0.0,False
2014-07-01,-0.02639344,0.02054929,-0.00584415,0.0,False,1.0,1.0,0.0,False
2014-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2014-09-01,-0.00785221,0.02157481,0.0,0.0137226,False,1.0,1.0,0.0,False
2014-10-01,0.02830176,-0.00646586,0.0218359,0.0,False,1.0,1.0,0.0,False
2014-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2014-12-01,-0.06868336,0.01899448,-0.04968888,0.0,False,1.0,1.0,0.0,False
2015-01-01,0.01193557,-0.01783449,0.0,-0.00589892,False,1.0,1.0,0.0,False
2015-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2015-03-01,-0.11601336,0.05251251,-0.06350085,0.0,False,1.0,1.0,0.0,False
2015-04-01,-0.00547425,0.00547425,0.0,0.0,False,1.0,1.0,0.0,False
2015-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2015-06-01,-0.04060561,-0.0012497,-0.04185531,0.0,False,1.0,1.0,0.0,False
2015-07-01,-0.01221075,0.00285643,-0.00935432,0.0,False,1.0,1.0,0.0,False
2015-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2015-09-01,-0.04339063,-0.02667336,-0.07006399,0.0,False,1.0,1.0,0.0,False
2015-10-01,0.05567073,-0.01595105,0.03971968,0.0,False,1.0,1.0,0.0,False
2015-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2015-12-01,0.00400708,0.02047476,0.0,0.02448184,False,1.0,1.0,0.0,False
2016-01-01,0.00788727,-0.03540162,0.0,-0.02751435,False,1.0,1.0,0.0,False
2016-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2016-03-01,-0.05839254,-0.0267997,-0.08519224,0.0,False,1.0,1.0,0.0,False
2016-04-01,-0.00910046,0.01985107,0.0,0.01075061,False,1.0,1.0,0.0,False
2016-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2016-06-01,-0.01878522,-0.02406902,0.0,-0.04285424,False,1.0,1.0,0.0,False
2016-07-01,-0.00996101,0.01510129,0.0,0.00514028,False,1.0,1.0,0.0,False
2016-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2016-09-01,-0.03499897,-0.00027749,-0.03527646,0.0,False,1.0,1.0,0.0,False
2016-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2016-11-01,-0.00200211,0.00531858,0.0,0.00331647,False,1.0,1.0,0.0,False
2016-12-01,0.03285011,0.00427355,0.03712366,0.0,False,1.0,1.0,0.0,False
2017-01-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2017-02-01,-0.01980932,-0.00070979,-0.02051911,0.0,False,1.0,1.0,0.0,False
2017-03-01,-0.04013092,-0.00680166,-0.04693258,0.0,False,1.0,1.0,0.0,False
2017-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2017-05-01,0.00462457,0.00918921,0.0,0.01381378,False,1.0,1.0,0.0,False
2017-06-01,0.0119697,0.00716732,0.01913702,0.0,False,1.0,1.0,0.0,False
2017-07-01,-0.00784022,-0.00535859,-0.01319881,0.0,False,1.0,1.0,0.0,False
2017-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2017-09-01,0.02964818,0.01236077,0.04200895,0.0,False,1.0,1.0,0.0,False
2017-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2017-11-01,-0.00415819,0.00598005,0.0,0.00182186,False,1.0,1.0,0.0,False
2017-12-01,-0.00740095,0.0015568,-0.00584415,0.0,False,1.0,1.0,0.0,False
2018-01-01,0.00869288,-0.00356267,0.00513021,0.0,False,1.0,1.0,0.0,False
2018-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2018-03-01,-0.02133602,0.01981545,-0.00152057,0.0,False,1.0,1.0,0.0,False
2018-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2018-05-01,-0.01105005,0.0058411,-0.00520895,0.0,False,1.0,1.0,0.0,False
2018-06-01,0.01696951,0.00096195,0.01793146,0.0,False,1.0,1.0,0.0,False
2018-07-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2018-08-01,-0.00275144,-0.00022723,-0.00297867,0.0,False,1.0,1.0,0.0,False
2018-09-01,-0.01284894,0.01391194,0.0,0.001063,False,1.0,1.0,0.0,False
2018-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2018-11-01,-0.00350011,0.0076672,0.0,0.00416709,False,1.0,1.0,0.0,False
2018-12-01,0.06726481,-0.04407128,0.02319353,0.0,False,1.0,1.0,0.0,False
2019-01-01,-0.05823863,0.03329412,-0.02494451,0.0,False,1.0,1.0,0.0,False
2019-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2019-03-01,-0.04631341,0.01353779,-0.03277562,0.0,False,1.0,1.0,0.0,False
2019-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2019-05-01,-0.03570942,-0.01148932,-0.04719874,0.0,False,1.0,1.0,0.0,False
2019-06-01,-0.04819454,-0.02008167,-0.06827621,0.0,False,1.0,1.0,0.0,False
2019-07-01,0.0321365,0.01587817,0.04801467,0.0,False,1.0,1.0,0.0,False
2019-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2019-09-01,0.03783711,-0.00635194,0.03148517,0.0,False,1.0,1.0,0.0,False
2019-10-01,-0.01484954,0.026456889999999997,-0.0020114,0.01361875,False,2.0,2.0,0.0,False
2019-11-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2019-12-01,-0.01172623,0.0081055,-0.00362073,0.0,False,1.0,1.0,0.0,False
2020-01-01,0.00277641,0.00612034,0.0,0.00889675,False,1.0,1.0,0.0,False
2020-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2020-03-01,-0.12101387,-0.04390602,-0.16491989,0.0,True,2.0,1.0,1.0,True
2020-04-01,0.00405068,-0.01827923,0.0,-0.01422855,False,1.0,1.0,0.0,False
2020-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2020-06-01,-0.03618637,0.03390716,-0.00227921,0.0,False,1.0,1.0,0.0,False
2020-07-01,-0.0061501,0.0020033,-0.0041468,0.0,False,1.0,1.0,0.0,False
2020-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2020-09-01,-0.02449582,0.02354933,-0.00094649,0.0,False,1.0,1.0,0.0,False
2020-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2020-11-01,-0.00257011,0.00146343,-0.00110668,0.0,False,1.0,1.0,0.0,False
2020-12-01,0.00973279,-0.0094732,0.00025959,0.0,False,1.0,1.0,0.0,False
2021-01-01,0.0210899,-0.01930692,0.00178298,0.0,False,1.0,1.0,0.0,False
2021-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2021-03-01,-0.03571443,0.02755048,-0.00816395,0.0,False,1.0,1.0,0.0,False
2021-04-01,-0.00565549,0.00115184,-0.00450365,0.0,False,1.0,1.0,0.0,False
2021-05-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2021-06-01,0.04056258,-0.01796146,0.02260112,0.0,False,1.0,1.0,0.0,False
2021-07-01,-0.00977912,0.01199248,0.0,0.00221336,False,1.0,1.0,0.0,False
2021-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2021-09-01,-0.02207027,0.02207027,0.0,0.0,False,1.0,1.0,0.0,False
2021-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2021-11-01,-0.01084204,0.01680361,0.0,0.00596157,False,1.0,1.0,0.0,False
2021-12-01,-0.01892616,0.05444743,0.0,0.03552127,False,1.0,1.0,0.0,False
2022-01-01,0.00874257,-0.0167006,0.0,-0.00795803,False,1.0,1.0,0.0,False
2022-02-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2022-03-01,0.09337312,0.00493944,0.09831256,0.0,False,1.0,1.0,0.0,False
2022-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2022-05-01,-0.00708619,-0.0247876,0.0,-0.03187379,False,1.0,1.0,0.0,False
2022-06-01,0.04562897,0.03077943,0.0764084,0.0,False,1.0,1.0,0.0,False
2022-07-01,-0.00587286,0.00013722,-0.00573564,0.0,False,1.0,1.0,0.0,False
2022-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2022-09-01,0.12578561,-0.03414209,0.09164352,0.0,False,1.0,1.0,0.0,False
2022-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2022-11-01,-0.07990243,0.00337991,-0.07652252,0.0,False,1.0,1.0,0.0,False
2022-12-01,0.11144638,-0.0239868,0.08745958,0.0,False,1.0,1.0,0.0,False
2023-01-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2023-02-01,-0.00294462,0.01331488,0.0,0.01037026,False,1.0,1.0,0.0,False
2023-03-01,-0.03080003,0.00292668,-0.02787335,0.0,False,1.0,1.0,0.0,False
2023-04-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2023-05-01,0.00227003,0.0162348,0.0,0.01850483,False,1.0,1.0,0.0,False
2023-06-01,0.06760967,-0.01510254,0.05250713,0.0,False,1.0,1.0,0.0,False
2023-07-01,-0.00328235,0.0072545,0.0,0.00397215,False,1.0,1.0,0.0,False
2023-08-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2023-09-01,0.03574754,0.01557634,0.05132388,0.0,False,1.0,1.0,0.0,False
2023-10-01,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False
2023-11-01,-0.00769011,-0.00620089,-0.013891,0.0,False,1.0,1.0,0.0,False
2023-12-01,-0.06499937,0.0133351,-0.05166427,0.0,False,1.0,1.0,0.0,False
2024-01-01,0.02877122,-0.00741819,0.02135303,0.0,False,1.0,1.0,0.0,False
