date,date_month,state_index,solver_backend,max_interval_residual,d_2,kappa5_2,d_4,kappa5_4
1992-11-01,1992-11,0,dense_generalized_eigh,2.733017734871115e-12,1,0.038444180975927604,1,0.038444180975927604
1992-12-01,1992-12,1,dense_generalized_eigh,6.978963813196699e-12,1,0.04940241285258141,1,0.04940241285258141
1993-01-01,1993-01,2,dense_generalized_eigh,0.0,0,,0,
1993-02-01,1993-02,3,dense_generalized_eigh,0.0,0,,0,
1993-03-01,1993-03,4,dense_generalized_eigh,0.0,0,,0,
1993-04-01,1993-04,5,dense_generalized_eigh,4.284405534464424e-12,1,0.019326879842463545,1,0.019326879842463545
1993-05-01,1993-05,6,dense_generalized_eigh,2.0064798969195068e-12,1,0.03788758048893428,1,0.03788758048893428
1993-06-01,1993-06,7,dense_generalized_eigh,9.568872736389914e-12,1,0.030523210697380388,1,0.030523210697380388
1993-07-01,1993-07,8,dense_generalized_eigh,6.832458246043202e-13,1,0.032565904450036307,0,
1993-08-01,1993-08,9,dense_generalized_eigh,7.791805617494206e-13,1,0.03060425531125789,0,
1993-09-01,1993-09,10,dense_generalized_eigh,1.2531525513199386e-12,1,0.027242375168453452,1,0.027242375168453452
1993-10-01,1993-10,11,dense_generalized_eigh,0.0,0,,0,
1993-11-01,1993-11,12,dense_generalized_eigh,1.4006515151663791e-11,1,0.03536982002296323,1,0.03536982002296323
1993-12-01,1993-12,13,dense_generalized_eigh,5.910212683108527e-13,1,0.027180435238420765,0,
1994-01-01,1994-01,14,dense_generalized_eigh,0.0,0,,0,
1994-02-01,1994-02,15,dense_generalized_eigh,5.6303201361670604e-11,1,0.056723675177049585,1,0.056723675177049585
1994-03-01,1994-03,16,dense_generalized_eigh,1.6267277286092533e-11,1,0.024208916251251326,1,0.024208916251251326
1994-04-01,1994-04,17,dense_generalized_eigh,3.4856159442826393e-11,1,0.043285769898357446,1,0.043285769898357446
1994-05-01,1994-05,18,dense_generalized_eigh,1.7069269739335657e-11,1,0.0315427807946986,1,0.0315427807946986
1994-06-01,1994-06,19,dense_generalized_eigh,0.0,0,,0,
1994-07-01,1994-07,20,dense_generalized_eigh,4.246398671812371e-12,1,0.031191954674993957,1,0.031191954674993957
1994-08-01,1994-08,21,dense_generalized_eigh,0.0,0,,0,
1994-09-01,1994-09,22,dense_generalized_eigh,1.7020005947766753e-11,1,0.043721263600996825,1,0.043721263600996825
1994-10-01,1994-10,23,dense_generalized_eigh,0.0,0,,0,
1994-11-01,1994-11,24,dense_generalized_eigh,1.9455337566527345e-11,1,0.07327679840410288,1,0.07327679840410288
1994-12-01,1994-12,25,dense_generalized_eigh,1.8481674592135433e-11,1,0.10008194955281519,1,0.10008194955281519
1995-01-01,1995-01,26,dense_generalized_eigh,1.6908591924485607e-11,1,0.1783065207475826,1,0.1783065207475826
1995-02-01,1995-02,27,dense_generalized_eigh,0.0,0,,0,
1995-03-01,1995-03,28,dense_generalized_eigh,0.0,0,,0,
1995-04-01,1995-04,29,dense_generalized_eigh,8.045592665862888e-13,1,0.0523114211410958,0,
1995-05-01,1995-05,30,dense_generalized_eigh,0.0,0,,0,
1995-06-01,1995-06,31,dense_generalized_eigh,1.7284539171162643e-11,1,0.017461110988174957,1,0.017461110988174957
1995-07-01,1995-07,32,dense_generalized_eigh,2.933656060658649e-11,1,0.04255202748796942,1,0.04255202748796942
1995-08-01,1995-08,33,dense_generalized_eigh,1.6069611542207864e-11,1,0.011332230656446403,1,0.011332230656446403
1995-09-01,1995-09,34,dense_generalized_eigh,1.1348936441488987e-11,1,0.013757202585451564,1,0.013757202585451564
1995-10-01,1995-10,35,dense_generalized_eigh,1.564442381869062e-12,1,0.03266916366236192,1,0.03266916366236192
1995-11-01,1995-11,36,dense_generalized_eigh,0.0,0,,0,
1995-12-01,1995-12,37,dense_generalized_eigh,1.7265004284209967e-12,1,0.04692731964403585,1,0.04692731964403585
1996-01-01,1996-01,38,dense_generalized_eigh,0.0,0,,0,
1996-02-01,1996-02,39,dense_generalized_eigh,7.371025577717795e-12,1,0.09622346992325398,1,0.09622346992325398
1996-03-01,1996-03,40,dense_generalized_eigh,6.46630838462042e-12,1,0.07416152696634251,1,0.07416152696634251
1996-04-01,1996-04,41,dense_generalized_eigh,2.939084617585696e-12,1,0.08952711796580122,1,0.08952711796580122
1996-05-01,1996-05,42,dense_generalized_eigh,0.0,0,,0,
1996-06-01,1996-06,43,dense_generalized_eigh,8.471178683501886e-13,1,0.053045887327577965,0,
1996-07-01,1996-07,44,dense_generalized_eigh,8.944163240675141e-12,1,0.038862244093791284,1,0.038862244093791284
1996-08-01,1996-08,45,dense_generalized_eigh,6.978261314966861e-12,1,0.021927586019360134,1,0.021927586019360134
1996-09-01,1996-09,46,dense_generalized_eigh,2.942111411603748e-11,1,0.04342777932507173,1,0.04342777932507173
1996-10-01,1996-10,47,dense_generalized_eigh,8.736448125435183e-13,1,0.030185462778710634,0,
1996-11-01,1996-11,48,dense_generalized_eigh,1.6957038883719297e-12,1,0.05188447378409669,1,0.05188447378409669
1996-12-01,1996-12,49,dense_generalized_eigh,1.0546743656845454e-11,1,0.04115045196545434,1,0.04115045196545434
1997-01-01,1997-01,50,dense_generalized_eigh,8.86959508254672e-12,1,0.03623912935388507,1,0.03623912935388507
1997-02-01,1997-02,51,dense_generalized_eigh,2.51465206604778e-12,1,0.06250818116122508,1,0.06250818116122508
1997-03-01,1997-03,52,dense_generalized_eigh,2.122104050959094e-11,1,0.05965243288350063,1,0.05965243288350063
1997-04-01,1997-04,53,dense_generalized_eigh,1.1798633848367241e-12,1,0.04359166441090722,1,0.04359166441090722
1997-05-01,1997-05,54,dense_generalized_eigh,3.07765472129976e-11,1,0.11418131349326989,1,0.11418131349326989
1997-06-01,1997-06,55,dense_generalized_eigh,5.545471716472839e-12,1,0.05415947002967052,1,0.05415947002967052
1997-07-01,1997-07,56,dense_generalized_eigh,2.6701574990806358e-12,1,0.04814082922194804,1,0.04814082922194804
1997-08-01,1997-08,57,dense_generalized_eigh,2.618164251676338e-11,1,0.06264778787723785,1,0.06264778787723785
1997-09-01,1997-09,58,dense_generalized_eigh,9.124477690849616e-12,1,0.030032387025810296,1,0.030032387025810296
1997-10-01,1997-10,59,dense_generalized_eigh,0.0,0,,0,
1997-11-01,1997-11,60,dense_generalized_eigh,2.1860427073039513e-12,1,0.019114111880180338,1,0.019114111880180338
1997-12-01,1997-12,61,dense_generalized_eigh,0.0,0,,0,
1998-01-01,1998-01,62,dense_generalized_eigh,7.80619167403689e-12,1,0.021482961367882275,1,0.021482961367882275
1998-02-01,1998-02,63,dense_generalized_eigh,4.209427074967596e-12,1,0.024344320919679637,1,0.024344320919679637
1998-03-01,1998-03,64,dense_generalized_eigh,3.0473417488425215e-12,1,0.027900828446821638,1,0.027900828446821638
1998-04-01,1998-04,65,dense_generalized_eigh,2.2718338785067992e-11,1,0.03412537455866744,1,0.03412537455866744
1998-05-01,1998-05,66,dense_generalized_eigh,1.6414124876329541e-12,1,0.03315211017847834,1,0.03315211017847834
1998-06-01,1998-06,67,dense_generalized_eigh,1.0047677662398488e-12,1,0.020024252053808225,1,0.020024252053808225
1998-07-01,1998-07,68,dense_generalized_eigh,3.6197817068848843e-12,1,0.022152012118961593,1,0.022152012118961593
1998-08-01,1998-08,69,dense_generalized_eigh,5.4072842705142294e-12,1,0.028089243014904026,1,0.028089243014904026
1998-09-01,1998-09,70,dense_generalized_eigh,3.5007626459853804e-11,1,0.03109716613828092,1,0.03109716613828092
1998-10-01,1998-10,71,dense_generalized_eigh,3.8903952765523077e-11,1,0.23538296610998558,1,0.23538296610998558
1998-11-01,1998-11,72,dense_generalized_eigh,2.8747666437854277e-11,1,0.06981959022618862,1,0.06981959022618862
1998-12-01,1998-12,73,dense_generalized_eigh,6.648700016569266e-12,1,0.031016962825062052,1,0.031016962825062052
1999-01-01,1999-01,74,dense_generalized_eigh,1.169327737017108e-11,1,0.04986786102431864,1,0.04986786102431864
1999-02-01,1999-02,75,dense_generalized_eigh,2.5362963284067845e-12,1,0.05600365432487289,1,0.05600365432487289
1999-03-01,1999-03,76,dense_generalized_eigh,6.854314429327069e-12,1,0.06157163773393467,1,0.06157163773393467
1999-04-01,1999-04,77,dense_generalized_eigh,7.619088455913605e-12,1,0.10004596597435414,1,0.10004596597435414
1999-05-01,1999-05,78,dense_generalized_eigh,4.5097881005753774e-11,1,0.27325393026028943,1,0.27325393026028943
1999-06-01,1999-06,79,dense_generalized_eigh,2.460600472206472e-11,1,0.1700211298474187,1,0.1700211298474187
1999-07-01,1999-07,80,dense_generalized_eigh,4.657897560093949e-13,1,0.033021523604405766,0,
1999-08-01,1999-08,81,dense_generalized_eigh,2.292831801509767e-11,1,0.044782315411528065,1,0.044782315411528065
1999-09-01,1999-09,82,dense_generalized_eigh,4.954821790958349e-12,1,0.027902530347097908,1,0.027902530347097908
1999-10-01,1999-10,83,dense_generalized_eigh,2.1626226753782017e-11,1,0.0623380924640828,1,0.0623380924640828
1999-11-01,1999-11,84,dense_generalized_eigh,2.923740927890276e-11,1,0.05805218067825623,1,0.05805218067825623
1999-12-01,1999-12,85,dense_generalized_eigh,1.0059870552041608e-11,1,0.03180148656720015,1,0.03180148656720015
2000-01-01,2000-01,86,dense_generalized_eigh,1.1249714978990648e-11,1,0.018221790187733795,1,0.018221790187733795
2000-02-01,2000-02,87,dense_generalized_eigh,4.929397249244981e-12,1,0.016889753509094357,1,0.016889753509094357
2000-03-01,2000-03,88,dense_generalized_eigh,1.4965804443656424e-11,1,0.018954173930820988,1,0.018954173930820988
2000-04-01,2000-04,89,dense_generalized_eigh,6.266233437206556e-12,1,0.013579621925452123,1,0.013579621925452123
2000-05-01,2000-05,90,dense_generalized_eigh,2.8237301093386307e-11,1,0.026214772585864514,1,0.026214772585864514
2000-06-01,2000-06,91,dense_generalized_eigh,3.2196487562019086e-12,1,0.007439513323814683,1,0.007439513323814683
2000-07-01,2000-07,92,dense_generalized_eigh,4.306366488311353e-12,1,0.013678021343339,1,0.013678021343339
2000-08-01,2000-08,93,dense_generalized_eigh,1.2285991567414687e-11,1,0.015622861526418064,1,0.015622861526418064
2000-09-01,2000-09,94,dense_generalized_eigh,2.380598404180534e-11,1,0.03251951058122736,1,0.03251951058122736
2000-10-01,2000-10,95,dense_generalized_eigh,2.8851338113258176e-11,1,0.05228691662650332,1,0.05228691662650332
2000-11-01,2000-11,96,dense_generalized_eigh,1.3883716498262993e-11,1,0.02311823411368215,1,0.02311823411368215
2000-12-01,2000-12,97,dense_generalized_eigh,3.279279676637717e-11,1,0.03412691070726872,1,0.03412691070726872
2001-01-01,2001-01,98,dense_generalized_eigh,2.9815750909435546e-11,1,0.22702906864287395,1,0.22702906864287395
2001-02-01,2001-02,99,dense_generalized_eigh,2.593702122623047e-11,1,0.04963985365494047,1,0.04963985365494047
2001-03-01,2001-03,100,dense_generalized_eigh,1.6883274345823037e-11,1,0.020069203528070654,1,0.020069203528070654
2001-04-01,2001-04,101,dense_generalized_eigh,2.727959776063396e-11,1,0.08663367396724404,1,0.08663367396724404
2001-05-01,2001-05,102,dense_generalized_eigh,1.6500511720994176e-11,1,0.019009721370149026,1,0.019009721370149026
2001-06-01,2001-06,103,dense_generalized_eigh,0.0,0,,0,
2001-07-01,2001-07,104,dense_generalized_eigh,0.0,0,,0,
2001-08-01,2001-08,105,dense_generalized_eigh,0.0,0,,0,
2001-09-01,2001-09,106,dense_generalized_eigh,2.9602713345597565e-12,1,0.006734555820685388,1,0.006734555820685388
2001-10-01,2001-10,107,dense_generalized_eigh,1.7055376120372053e-11,1,0.023616566546823044,1,0.023616566546823044
2001-11-01,2001-11,108,dense_generalized_eigh,3.437704464528907e-12,1,0.009223589247718402,1,0.009223589247718402
2001-12-01,2001-12,109,dense_generalized_eigh,2.705671416992641e-11,1,0.024254623464393436,1,0.024254623464393436
2002-01-01,2002-01,110,dense_generalized_eigh,6.985770382267468e-13,1,0.013378314803342343,0,
2002-02-01,2002-02,111,dense_generalized_eigh,4.559356733403057e-12,1,0.0069969997828274,1,0.0069969997828274
2002-03-01,2002-03,112,dense_generalized_eigh,1.2167244675048863e-11,1,0.008352189910176815,1,0.008352189910176815
2002-04-01,2002-04,113,dense_generalized_eigh,3.601780251512457e-12,1,0.009458724437452182,1,0.009458724437452182
2002-05-01,2002-05,114,dense_generalized_eigh,1.4857938653854838e-11,1,0.021618683815756465,1,0.021618683815756465
2002-06-01,2002-06,115,dense_generalized_eigh,2.089139955930345e-12,1,0.017350479090261054,1,0.017350479090261054
2002-07-01,2002-07,116,dense_generalized_eigh,4.744142871190658e-12,1,0.025178115005392777,1,0.025178115005392777
2002-08-01,2002-08,117,dense_generalized_eigh,6.067703527907076e-12,1,0.020449074573436452,1,0.020449074573436452
2002-09-01,2002-09,118,dense_generalized_eigh,1.246941190109774e-12,1,0.03818833882450052,1,0.03818833882450052
2002-10-01,2002-10,119,dense_generalized_eigh,1.3807881661513534e-11,1,0.05439601965831237,1,0.05439601965831237
2002-11-01,2002-11,120,dense_generalized_eigh,0.0,0,,0,
2002-12-01,2002-12,121,dense_generalized_eigh,5.297659562676541e-13,1,0.046979450672098716,0,
2003-01-01,2003-01,122,dense_generalized_eigh,0.0,0,,0,
2003-02-01,2003-02,123,dense_generalized_eigh,1.6407900393760955e-12,1,0.01958120225316221,1,0.01958120225316221
2003-03-01,2003-03,124,dense_generalized_eigh,9.409810835197989e-13,1,0.043803022773759574,1,0.043803022773759574
2003-04-01,2003-04,125,dense_generalized_eigh,0.0,0,,0,
2003-05-01,2003-05,126,dense_generalized_eigh,1.3326956660498105e-11,1,0.017875883633629814,1,0.017875883633629814
2003-06-01,2003-06,127,dense_generalized_eigh,3.97504734066758e-11,1,0.032103885131615675,1,0.032103885131615675
2003-07-01,2003-07,128,dense_generalized_eigh,0.0,0,,0,
2003-08-01,2003-08,129,dense_generalized_eigh,2.4845598380905112e-12,1,0.01645267493013657,1,0.01645267493013657
2003-09-01,2003-09,130,dense_generalized_eigh,4.089697417827071e-12,1,0.00686764070710848,1,0.00686764070710848
2003-10-01,2003-10,131,dense_generalized_eigh,5.461861597490291e-12,1,0.026461955107078505,1,0.026461955107078505
2003-11-01,2003-11,132,dense_generalized_eigh,8.64416204113645e-12,1,0.019020838440625857,1,0.019020838440625857
2003-12-01,2003-12,133,dense_generalized_eigh,1.0758116397517788e-11,1,0.02787566696353857,1,0.02787566696353857
2004-01-01,2004-01,134,dense_generalized_eigh,3.671311233345069e-11,1,0.04986004717187707,1,0.04986004717187707
2004-02-01,2004-02,135,dense_generalized_eigh,0.0,0,,0,
2004-03-01,2004-03,136,dense_generalized_eigh,1.2881950767678029e-11,1,0.023906780699767115,1,0.023906780699767115
2004-04-01,2004-04,137,dense_generalized_eigh,1.7656908439605872e-11,1,0.023129215088149357,1,0.023129215088149357
2004-05-01,2004-05,138,dense_generalized_eigh,4.737390704181806e-12,1,0.029435744263991346,1,0.029435744263991346
2004-06-01,2004-06,139,dense_generalized_eigh,2.378575478679015e-11,1,0.031247084556507723,1,0.031247084556507723
2004-07-01,2004-07,140,dense_generalized_eigh,7.71041493249198e-12,1,0.022294035459155512,1,0.022294035459155512
2004-08-01,2004-08,141,dense_generalized_eigh,6.9902173111572005e-12,1,0.032906439883098854,1,0.032906439883098854
2004-09-01,2004-09,142,dense_generalized_eigh,1.3337087026883132e-12,1,0.037808016454561666,1,0.037808016454561666
2004-10-01,2004-10,143,dense_generalized_eigh,4.886678983878822e-13,1,0.033528404947178396,0,
2004-11-01,2004-11,144,dense_generalized_eigh,2.4224953712888102e-11,1,0.030898765918970447,1,0.030898765918970447
2004-12-01,2004-12,145,dense_generalized_eigh,2.7958471613839173e-12,1,0.017160010640482625,1,0.017160010640482625
2005-01-01,2005-01,146,dense_generalized_eigh,4.627984147563882e-12,1,0.047312900506377556,1,0.047312900506377556
2005-02-01,2005-02,147,dense_generalized_eigh,2.740551669052895e-11,1,0.08348349052004175,1,0.08348349052004175
2005-03-01,2005-03,148,dense_generalized_eigh,0.0,0,,0,
2005-04-01,2005-04,149,dense_generalized_eigh,8.235818581194605e-12,1,0.06662091763228319,1,0.06662091763228319
2005-05-01,2005-05,150,dense_generalized_eigh,1.4724763850194976e-11,1,0.055792890004671365,1,0.055792890004671365
2005-06-01,2005-06,151,dense_generalized_eigh,1.567516973049021e-11,1,0.055707420526079625,1,0.055707420526079625
2005-07-01,2005-07,152,dense_generalized_eigh,2.1017783320802405e-11,1,0.040770059300007586,1,0.040770059300007586
2005-08-01,2005-08,153,dense_generalized_eigh,8.272349218330296e-12,1,0.02684867524904542,1,0.02684867524904542
2005-09-01,2005-09,154,dense_generalized_eigh,1.927247797594145e-11,1,0.031512485617583914,1,0.031512485617583914
2005-10-01,2005-10,155,dense_generalized_eigh,1.2547539536180474e-11,1,0.08126349516267235,1,0.08126349516267235
2005-11-01,2005-11,156,dense_generalized_eigh,0.0,0,,0,
2005-12-01,2005-12,157,dense_generalized_eigh,4.575758893613869e-12,1,0.05103579748987715,1,0.05103579748987715
2006-01-01,2006-01,158,dense_generalized_eigh,0.0,0,,0,
2006-02-01,2006-02,159,dense_generalized_eigh,3.8117577589044845e-13,1,0.036486216574228056,0,
2006-03-01,2006-03,160,dense_generalized_eigh,2.88666348709427e-11,1,0.05308465097138007,1,0.05308465097138007
2006-04-01,2006-04,161,dense_generalized_eigh,7.781328173263076e-13,1,0.03304091478803032,0,
2006-05-01,2006-05,162,dense_generalized_eigh,5.220592142195824e-12,1,0.02900206158969444,1,0.02900206158969444
2006-06-01,2006-06,163,dense_generalized_eigh,8.821877288966835e-12,1,0.014897322211383268,1,0.014897322211383268
2006-07-01,2006-07,164,dense_generalized_eigh,1.4254632725699004e-12,1,0.013256163879794268,1,0.013256163879794268
2006-08-01,2006-08,165,dense_generalized_eigh,1.3449005679151304e-12,1,0.014221532802454855,1,0.014221532802454855
2006-09-01,2006-09,166,dense_generalized_eigh,1.1791729020466455e-11,1,0.01051775550646736,1,0.01051775550646736
2006-10-01,2006-10,167,dense_generalized_eigh,8.653888570072185e-12,1,0.023983425132655004,1,0.023983425132655004
2006-11-01,2006-11,168,dense_generalized_eigh,1.423552233853049e-11,1,0.022780354096183692,1,0.022780354096183692
2006-12-01,2006-12,169,dense_generalized_eigh,2.4157537268581093e-11,1,0.017670283260871483,1,0.017670283260871483
2007-01-01,2007-01,170,dense_generalized_eigh,1.6070732204376592e-11,1,0.025316489503778447,1,0.025316489503778447
2007-02-01,2007-02,171,dense_generalized_eigh,1.5680843062952978e-11,1,0.038918845238813185,1,0.038918845238813185
2007-03-01,2007-03,172,dense_generalized_eigh,2.7218833440350542e-11,1,0.09761954422249115,1,0.09761954422249115
2007-04-01,2007-04,173,dense_generalized_eigh,1.2771002363835404e-11,1,0.04707405826455829,1,0.04707405826455829
2007-05-01,2007-05,174,dense_generalized_eigh,3.2716870726314216e-11,1,0.06224153689730486,1,0.06224153689730486
2007-06-01,2007-06,175,dense_generalized_eigh,1.4897114876806117e-11,1,0.06336899281031044,1,0.06336899281031044
2007-07-01,2007-07,176,dense_generalized_eigh,1.8492657660090397e-12,1,0.03994980301874986,1,0.03994980301874986
2007-08-01,2007-08,177,dense_generalized_eigh,0.0,0,,0,
2007-09-01,2007-09,178,dense_generalized_eigh,2.284576373641258e-11,1,0.3467341477237636,1,0.3467341477237636
2007-10-01,2007-10,179,dense_generalized_eigh,2.857353080165344e-11,1,0.12577571110914573,1,0.12577571110914573
2007-11-01,2007-11,180,dense_generalized_eigh,4.7890348452091345e-12,1,0.04599462614947819,1,0.04599462614947819
2007-12-01,2007-12,181,dense_generalized_eigh,1.9592740151474088e-11,1,0.2413045870752756,1,0.2413045870752756
2008-01-01,2008-01,182,dense_generalized_eigh,1.556477461755071e-11,1,0.04332980711191416,1,0.04332980711191416
2008-02-01,2008-02,183,dense_generalized_eigh,1.5845695068634334e-11,1,0.031333768215408765,1,0.031333768215408765
2008-03-01,2008-03,184,dense_generalized_eigh,1.3577873974096816e-12,1,0.019236621437182987,1,0.019236621437182987
